price,price_per_sqft,bhk,total_sqft,floor_num,location
321000.0,7222,4,2583,17,sola gurugram
389000.0,7222,4,3123,17,sola gurugram
360000.0,7222,4,2889,17,sola gurugram
4130000.0,3200,2,1290,7,"south bopal, bopal gurugram"
4900000.0,3800,2,650,4,"south bopal, bopal gurugram"
4500000.0,3750,2,1200,1,"south bopal, bopal gurugram"
5300000.0,4141,2,1280,3,"south bopal, bopal gurugram"
7200000.0,3800,3,1895,9,"south bopal, bopal gurugram"
6980000.0,3900,3,968,5,"south bopal, bopal gurugram"
8500000.0,5312,3,1600,6,"south bopal, bopal gurugram"
6900000.0,5018,2,962,0,"south bopal, bopal gurugram"
6700000.0,4669,3,1004,0,"south bopal, bopal gurugram"
5500000.0,5238,2,650,5,"south bopal, bopal gurugram"
5900000.0,4609,2,896,0,"south bopal, bopal gurugram"
7500000.0,4682,3,1602,0,"south bopal, bopal gurugram"
7000000.0,4861,3,1440,1,"south bopal, bopal gurugram"
6800000.0,4722,3,1440,1,"south bopal, bopal gurugram"
100000.0,6667,3,1500,2,"south bopal, bopal gurugram"
7000000.0,4667,3,1500,3,"south bopal, bopal gurugram"
8000000.0,5556,3,1440,9,"south bopal, bopal gurugram"
8500000.0,5923,3,1435,10,"south bopal, bopal gurugram"
7000000.0,4118,3,1700,10,"south bopal, bopal gurugram"
6700000.0,4653,3,1440,11,"south bopal, bopal gurugram"
8400000.0,5854,3,1004,0,"south bopal, bopal gurugram"
5700000.0,3931,3,1450,1,"south bopal, bopal gurugram"
7200000.0,4235,3,1700,0,"south bopal, bopal gurugram"
7800000.0,5436,3,1435,8,"south bopal, bopal gurugram"
161000.0,4300,4,3750,7,"south bopal, bopal gurugram"
132000.0,4000,4,3300,9,"south bopal, bopal gurugram"
151000.0,4000,4,3790,7,"south bopal, bopal gurugram"
172000.0,6654,4,1809,0,"south bopal, bopal gurugram"
115000.0,6765,3,1700,11,"south bopal, bopal gurugram"
110000.0,6875,3,1120,8,"south bopal, bopal gurugram"
127000.0,5000,3,2545,2,"south bopal, bopal gurugram"
212000.0,5502,4,2100,0,"south bopal, bopal gurugram"
260000.0,6842,4,2470,7,"south bopal, bopal gurugram"
225000.0,5921,4,3800,7,"south bopal, bopal gurugram"
289000.0,6300,4,2530,8,"south bopal, bopal gurugram"
272000.0,5907,4,2532,15,"south bopal, bopal gurugram"
265000.0,6000,4,2562,9,"south bopal, bopal gurugram"
271000.0,5900,4,2532,5,"south bopal, bopal gurugram"
4540000.0,3700,2,675,13,"sun atmosphere, shela gurugram"
4600000.0,3746,2,1228,7,"sun atmosphere, shela gurugram"
4600000.0,3802,2,1210,9,"sun atmosphere, shela gurugram"
5500000.0,4479,2,675,0,"sun atmosphere, shela gurugram"
5500000.0,4889,2,1125,13,"sun atmosphere, shela gurugram"
5900000.0,4876,2,1210,7,"sun atmosphere, shela gurugram"
5900000.0,4805,2,1228,3,"sun atmosphere, shela gurugram"
3780000.0,3100,2,1220,10,"sun footprints, shela gurugram"
4180000.0,3860,2,1084,11,"sun footprints, shela gurugram"
4500000.0,4151,2,1084,4,"sun footprints, shela gurugram"
4750000.0,6507,2,1220,12,"sun footprints, shela gurugram"
5100000.0,4204,2,667,4,"sun footprints, shela gurugram"
140000.0,7568,3,1110,0,"sun sky park, bopal gurugram"
250000.0,10309,4,1455,1,"sun sky park, bopal gurugram"
160000.0,8649,3,1110,1,"sun sky park, bopal gurugram"
211000.0,11405,3,1110,14,"sun sky park, bopal gurugram"
160000.0,8101,3,1500,2,"sun sky park, bopal gurugram"
270000.0,11134,4,2425,1,"sun sky park, bopal gurugram"
425000.0,10897,4,3900,9,"sun sky park, bopal gurugram"
175000.0,5090,4,1891,5,"super shaligram, gota gurugram"
125000.0,4726,3,2645,6,"super shaligram, gota gurugram"
130000.0,4915,3,1455,1,"super shaligram, gota gurugram"
126000.0,4800,3,1450,10,"super shaligram, gota gurugram"
132000.0,5000,3,1457,7,"super shaligram, gota gurugram"
135000.0,5104,3,1455,5,"super shaligram, gota gurugram"
172000.0,5000,4,1900,10,"super shaligram, gota gurugram"
165000.0,4800,4,1963,9,"super shaligram, gota gurugram"
136000.0,5144,3,1445,10,"super shaligram, gota gurugram"
132000.0,5000,3,1500,10,"super shaligram, gota gurugram"
300000.0,10101,4,1650,4,"surya emerald, iscon ambli road gurugram"
300000.0,10101,4,2970,4,"surya emerald, iscon ambli road gurugram"
350000.0,10294,4,2010,3,"surya emerald, iscon ambli road gurugram"
291000.0,9798,4,1850,2,"surya emerald, iscon ambli road gurugram"
300000.0,10101,4,1780,2,"surya emerald, iscon ambli road gurugram"
280000.0,9428,4,1675,3,"surya emerald, iscon ambli road gurugram"
285000.0,9596,4,1700,0,"surya emerald, iscon ambli road gurugram"
285000.0,9596,4,2970,4,"surya emerald, iscon ambli road gurugram"
7200000.0,5014,3,1436,4,"swati chrysantha, shela gurugram"
120000.0,8357,3,1436,1,"swati chrysantha, shela gurugram"
375000.0,10135,4,2500,1,"swati crimson, thaltej gurugram"
270000.0,9609,4,1686,3,"swati crimson, thaltej gurugram"
270000.0,9609,4,2200,4,"swati crimson, thaltej gurugram"
450000.0,12162,4,2220,5,"swati crimson, thaltej gurugram"
400000.0,10811,4,2225,5,"swati crimson, thaltej gurugram"
400000.0,10811,4,3700,1,"swati crimson, thaltej gurugram"
355000.0,12478,4,1707,10,"swati crimson, thaltej gurugram"
270000.0,9490,4,1707,3,"swati crimson, thaltej gurugram"
290000.0,10193,4,1650,7,"swati crimson, thaltej gurugram"
370000.0,10000,4,2220,4,"swati crimson, thaltej gurugram"
275000.0,9666,4,1565,3,"swati crimson, thaltej gurugram"
355000.0,12478,4,1650,6,"swati crimson, thaltej gurugram"
173000.0,5500,4,3151,9,"swati parkside, shela gurugram"
173000.0,5490,4,1790,9,"swati parkside, shela gurugram"
250000.0,7934,4,1850,6,"swati parkside, shela gurugram"
175000.0,6667,4,2625,5,"swati parkside, shela gurugram"
221000.0,7014,4,2000,5,"swati parkside, shela gurugram"
180000.0,6862,4,2623,0,"swati parkside, shela gurugram"
167000.0,5300,4,3151,10,"swati parkside, shela gurugram"
142000.0,5414,4,1442,5,"swati parkside, shela gurugram"
9810000.0,4200,3,1285,9,"swati premier, shantipura circle gurugram"
102000.0,4400,3,1284,0,"swati premier, shantipura circle gurugram"
139000.0,4200,4,1824,10,"swati premier, shantipura circle gurugram"
105000.0,4500,3,1284,8,"swati premier, shantipura circle gurugram"
145000.0,4400,4,1824,0,"swati premier, shantipura circle gurugram"
149000.0,4500,4,1825,8,"swati premier, shantipura circle gurugram"
145000.0,4400,4,3318,11,"swati premier, shantipura circle gurugram"
102000.0,4400,3,1285,9,"swati premier, shantipura circle gurugram"
180000.0,5425,4,1900,9,"swati premier, shantipura circle gurugram"
760000.0,9696,5,4310,8,"swati senor, ambli bopal road gurugram"
762000.0,9709,5,4350,7,"swati senor, ambli bopal road gurugram"
720000.0,9000,5,8000,15,"swati senor, ambli bopal road gurugram"
744000.0,9500,5,7838,10,"swati senor, ambli bopal road gurugram"
824000.0,10500,5,4340,16,"swati senor, ambli bopal road gurugram"
787000.0,10051,5,4546,10,"swati senor, ambli bopal road gurugram"
784000.0,10008,5,7838,8,"swati senor, ambli bopal road gurugram"
775000.0,9798,5,4350,10,"swati senor, ambli bopal road gurugram"
706000.0,9000,5,4708,8,"swati senor, ambli bopal road gurugram"
761000.0,9700,5,7848,12,"swati senor, ambli bopal road gurugram"
769000.0,9800,5,4467,12,"swati senor, ambli bopal road gurugram"
700000.0,8931,5,7838,10,"swati senor, ambli bopal road gurugram"
767000.0,9702,5,4351,12,"swati senor, ambli bopal road gurugram"
824000.0,10501,5,4709,10,"swati senor, ambli bopal road gurugram"
769000.0,9700,5,4365,8,"swati senor, ambli bopal road gurugram"
760000.0,9700,5,4310,9,"swati senor, ambli bopal road gurugram"
720000.0,9000,5,4400,15,"swati senor, ambli bopal road gurugram"
761000.0,9700,5,4500,14,"swati senor, ambli bopal road gurugram"
255000.0,7097,4,2021,12,"swati symphony, drive in road gurugram"
251000.0,7188,4,2095,8,"swati symphony, drive in road gurugram"
251000.0,7200,4,1920,9,"swati symphony, drive in road gurugram"
265000.0,7375,4,1976,9,"swati symphony, drive in road gurugram"
269000.0,7500,4,2084,9,"swati symphony, drive in road gurugram"
262000.0,7292,4,3593,5,"swati symphony, drive in road gurugram"
269000.0,7500,4,3593,5,"swati symphony, drive in road gurugram"
280000.0,7820,4,1976,8,"swati symphony, drive in road gurugram"
268000.0,7459,4,2050,7,"swati symphony, drive in road gurugram"
261000.0,7500,4,1920,7,"swati symphony, drive in road gurugram"
271000.0,7550,4,1895,8,"swati symphony, drive in road gurugram"
262000.0,7503,4,3492,10,"swati symphony, drive in road gurugram"
261000.0,7502,4,1920,8,"swati symphony, drive in road gurugram"
267000.0,7650,4,2100,5,"swati symphony, drive in road gurugram"
262000.0,7486,4,1920,7,"swati symphony, drive in road gurugram"
261000.0,7500,4,1921,0,"swati symphony, drive in road gurugram"
269000.0,7500,4,2083,10,"swati symphony, drive in road gurugram"
417000.0,7000,5,3277,14,"swati symphony, drive in road gurugram"
261000.0,7500,4,3492,5,"swati symphony, drive in road gurugram"
262000.0,7503,4,3492,9,"swati symphony, drive in road gurugram"
261000.0,7500,4,1920,0,"swati symphony, thaltej gurugram"
269000.0,7500,4,2155,10,"swati symphony, thaltej gurugram"
261000.0,7500,4,1920,8,"swati symphony, thaltej gurugram"
465000.00000000006,7803,5,3280,13,"swati symphony, thaltej gurugram"
454000.0,7500,5,6060,5,"swati symphony, thaltej gurugram"
454000.0,7500,5,6060,13,"swati symphony, thaltej gurugram"
396000.0,8800,4,2475,4,"times 104, bodakdev gurugram"
360000.0,8000,4,2350,23,"times 104, bodakdev gurugram"
405000.0,9000,4,2700,22,"times 104, bodakdev gurugram"
396000.0,8802,4,2350,14,"times 104, bodakdev gurugram"
396000.0,8800,4,2475,10,"times 104, bodakdev gurugram"
383000.0,8511,4,2700,20,"times 104, bodakdev gurugram"
396000.0,8800,4,2350,8,"times 104, bodakdev gurugram"
427000.0,9500,4,2475,10,"times 104, bodakdev gurugram"
405000.0,9000,4,2475,9,"times 104, bodakdev gurugram"
396000.0,8800,4,2350,10,"times 104, bodakdev gurugram"
391000.0,8700,4,4500,23,"times 104, bodakdev gurugram"
396000.0,8800,4,2475,15,"times 104, bodakdev gurugram"
382000.0,8500,4,2475,8,"times 104, bodakdev gurugram"
396000.0,8800,4,2350,22,"times 104, bodakdev gurugram"
382000.0,8500,4,2350,21,"times 104, bodakdev gurugram"
396000.0,8800,4,2350,0,"times 104, bodakdev gurugram"
405000.0,9000,4,2350,9,"times 104, bodakdev gurugram"
396000.0,8800,4,2350,24,"times 104, bodakdev gurugram"
396000.0,8800,4,2350,25,"times 104, bodakdev gurugram"
486000.00000000006,10800,4,2350,21,"times 104, bodakdev gurugram"
461000.00000000006,10244,4,2350,12,"times 104, bodakdev gurugram"
480000.0,10667,4,2350,8,"times 104, bodakdev gurugram"
100000.0,8264,3,1210,5,"takshashila air, ellisbridge gurugram"
195000.0,6500,4,3000,0,"takshashila air, ellisbridge gurugram"
198000.0,6500,4,3050,0,"takshashila air, ellisbridge gurugram"
145000.0,6042,3,1392,7,"takshashila air, ellisbridge gurugram"
156000.0,6500,3,2400,0,"takshashila air, ellisbridge gurugram"
4500000.0,4545,2,693,0,thaltej gurugram
4800000.0,4103,2,1080,2,thaltej gurugram
8500000.0,5312,3,1600,5,thaltej gurugram
7200000.0,5926,3,1215,1,thaltej gurugram
9000000.0,5556,3,1620,4,thaltej gurugram
9000000.0,5294,3,1700,9,thaltej gurugram
7000000.0,5761,3,1215,4,thaltej gurugram
121000.0,7333,3,1050,0,thaltej gurugram
160000.0,9169,3,1221,0,thaltej gurugram
105000.0,5952,3,1764,0,thaltej gurugram
160000.0,7843,3,2040,2,thaltej gurugram
100000.0,11111,3,900,1,thaltej gurugram
200000.0,8333,4,2400,4,thaltej gurugram
125000.0,7576,3,1155,0,thaltej gurugram
300000.0,11494,3,1566,5,thaltej gurugram
261000.0,7500,4,1764,7,thaltej gurugram
267000.0,6000,4,4450,10,thaltej gurugram
275000.0,11022,3,1500,10,thaltej gurugram
275000.0,9821,3,2800,0,thaltej gurugram
260000.0,10860,3,2394,6,thaltej gurugram
310000.0,9212,4,2820,7,thaltej gurugram
400000.0,8511,4,4700,6,thaltej gurugram
285000.0,7751,4,2140,5,thaltej gurugram
350000.0,8046,4,4350,0,thaltej gurugram
297000.0,7795,4,2095,10,thaltej gurugram
435000.0,7233,4,3308,6,thaltej gurugram
349000.0,7000,4,2747,10,thaltej gurugram
318000.0,7852,5,2350,4,thaltej gurugram
293000.0,7500,4,2152,5,thaltej gurugram
300000.0,8333,4,2052,2,thaltej gurugram
450000.0,8333,4,5400,25,thaltej gurugram
375000.0,10365,4,3618,11,thaltej gurugram
318000.0,7852,5,2228,5,thaltej gurugram
294000.0,7200,4,2250,6,thaltej gurugram
260000.0,6500,4,4000,10,thaltej gurugram
260000.0,10833,3,1320,4,thaltej gurugram
281000.0,7202,4,2148,2,thaltej gurugram
334000.0,7700,4,3045,5,thaltej gurugram
260000.0,10860,3,1388,5,thaltej gurugram
262000.0,7553,4,1911,4,thaltej gurugram
430000.0,7150,4,3187,6,thaltej gurugram
344000.0,9500,4,1995,6,thaltej gurugram
339000.0,7188,4,4716,9,thaltej gurugram
260000.0,10860,3,1364,1,thaltej gurugram
475000.0,8800,4,5400,33,thaltej gurugram
469000.00000000006,7500,4,3632,6,thaltej gurugram
462000.0,7500,4,3574,8,thaltej gurugram
600000.0,10000,4,3300,0,thaltej gurugram
462000.0,7499,4,3388,4,thaltej gurugram
469000.00000000006,7490,4,3444,4,thaltej gurugram
475000.0,8800,4,5400,0,thaltej gurugram
547000.0,10393,4,5265,13,thaltej gurugram
321000.0,7200,4,2455,0,"the 31st, shilaj gurugram"
358000.0,7600,4,2594,16,"the 31st, shilaj gurugram"
312000.0,6989,4,2500,5,"the 31st, shilaj gurugram"
321000.0,7200,4,2455,9,"the 31st, shilaj gurugram"
348000.0,7400,4,2590,0,"the 31st, shilaj gurugram"
330000.0,7400,4,2455,5,"the 31st, shilaj gurugram"
312000.0,7000,4,2455,17,"the 31st, shilaj gurugram"
352000.0,7503,4,2627,22,"the 31st, shilaj gurugram"
312000.0,6989,4,2455,0,"the 31st, shilaj gurugram"
312000.0,7000,4,2589,10,"the 31st, shilaj gurugram"
357000.0,8000,4,2456,26,"the 31st, shilaj gurugram"
312000.0,7002,4,2466,10,"the 31st, shilaj gurugram"
357000.0,8000,4,2590,24,"the 31st, shilaj gurugram"
316000.0,7100,4,2678,18,"the 31st, shilaj gurugram"
321000.0,7200,4,2455,10,"the 31st, shilaj gurugram"
312000.0,6989,4,2455,5,"the 31st, shilaj gurugram"
348000.0,7379,4,4716,11,"the 31st, shilaj gurugram"
312000.0,7000,4,4464,32,"the 31st, shilaj gurugram"
500000.0,8200,4,3477,8,"the bellagio, iscon ambli road gurugram"
651000.0,10637,4,3366,18,"the bellagio, iscon ambli road gurugram"
650000.0,10656,4,3355,6,"the bellagio, iscon ambli road gurugram"
629000.0,10325,4,3355,7,"the bellagio, iscon ambli road gurugram"
561000.0,9200,4,3355,7,"the bellagio, iscon ambli road gurugram"
512000.0,8400,4,3233,5,"the bellagio, iscon ambli road gurugram"
561000.0,9200,4,3400,8,"the bellagio, iscon ambli road gurugram"
563000.0,9200,4,3366,5,"the bellagio, iscon ambli road gurugram"
549000.0,9000,4,3355,9,"the bellagio, iscon ambli road gurugram"
569000.0,9300,4,3370,23,"the bellagio, iscon ambli road gurugram"
563000.0,9199,4,3366,7,"the bellagio, iscon ambli road gurugram"
561000.0,9200,4,3355,1,"the bellagio, iscon ambli road gurugram"
561000.0,9197,4,3355,3,"the bellagio, iscon ambli road gurugram"
545000.0,8934,4,6100,14,"the bellagio, iscon ambli road gurugram"
550000.0,9000,4,3366,18,"the bellagio, iscon ambli road gurugram"
490000.00000000006,9000,4,2997,6,"the bungalows, satellite gurugram"
545000.0,10000,4,3161,10,"the bungalows, satellite gurugram"
637000.0,11700,4,5450,12,"the bungalows, satellite gurugram"
761000.0,11490,4,6623,11,"the bungalows, satellite gurugram"
662000.0,10000,5,3841,5,"the bungalows, satellite gurugram"
728000.0,10992,5,3800,8,"the bungalows, satellite gurugram"
662000.0,10000,5,3841,1,"the bungalows, satellite gurugram"
574000.0,10000,4,3330,4,"the bungalows, satellite gurugram"
1000000.0,12330,6,4866,7,"the bungalows, satellite gurugram"
551000.0,8359,4,3625,5,"the emberlynn, ambli bopal road gurugram"
594000.0,10100,4,3240,22,"the emberlynn, ambli bopal road gurugram"
597000.0,10136,4,3240,4,"the emberlynn, ambli bopal road gurugram"
651000.0,10400,4,3130,7,"the emberlynn, ambli bopal road gurugram"
589000.0,10000,4,3239,15,"the emberlynn, ambli bopal road gurugram"
615000.0,10450,4,2945,3,"the emberlynn, ambli bopal road gurugram"
500000.0,8500,4,3534,15,"the emberlynn, ambli bopal road gurugram"
541000.0,8207,4,3955,17,"the emberlynn, ambli bopal road gurugram"
692000.0,10500,4,3296,8,"the emberlynn, ambli bopal road gurugram"
659000.0,10000,4,3500,9,"the emberlynn, ambli bopal road gurugram"
530000.0,9000,4,3200,7,"the emberlynn, ambli bopal road gurugram"
593000.0,9000,4,2635,7,"the emberlynn, ambli bopal road gurugram"
559000.0,9500,4,3239,10,"the emberlynn, ambli bopal road gurugram"
567000.0,9500,4,3283,10,"the emberlynn, ambli bopal road gurugram"
594000.0,9500,4,3443,10,"the emberlynn, ambli bopal road gurugram"
626000.0,9500,4,2966,10,"the emberlynn, ambli bopal road gurugram"
530000.0,9000,4,3239,7,"the emberlynn, ambli bopal road gurugram"
297000.0,6444,4,2543,0,"the gold by samor, hebatpur gurugram"
290000.0,6564,4,2651,14,"the gold by samor, hebatpur gurugram"
287000.0,6500,4,2420,12,"the gold by samor, hebatpur gurugram"
287000.0,6500,4,2430,3,"the gold by samor, hebatpur gurugram"
284000.0,6444,4,2430,0,"the gold by samor, hebatpur gurugram"
287000.0,6500,4,2270,10,"the gold by samor, hebatpur gurugram"
317000.0,6444,4,2710,0,"the gold by samor, hebatpur gurugram"
291000.0,6300,4,4623,5,"the gold by samor, hebatpur gurugram"
312000.0,7080,4,2429,19,"the gold by samor, hebatpur gurugram"
279000.0,6300,4,2442,9,"the gold by samor, hebatpur gurugram"
327000.0,7080,4,2542,19,"the gold by samor, hebatpur gurugram"
331000.0,6500,4,5100,13,"the gold by samor, hebatpur gurugram"
320000.0,6494,5,2710,2,"the gold by samor, hebatpur gurugram"
280000.0,6338,4,2430,3,"the gold by samor, hebatpur gurugram"
299000.0,6501,4,2619,18,"the gold by samor, hebatpur gurugram"
472000.0,6444,5,4032,0,"the gold by samor, hebatpur gurugram"
462000.0,6301,5,4033,19,"the gold by samor, hebatpur gurugram"
317000.0,7991,4,2820,5,"the indus, sindhu bhavan marg gurugram"
385000.0,9625,4,2280,4,"the indus, sindhu bhavan marg gurugram"
398000.0,9950,4,4000,2,"the indus, sindhu bhavan marg gurugram"
340000.0,8500,4,2400,0,"the indus, sindhu bhavan marg gurugram"
387000.0,9755,4,3967,5,"the indus, sindhu bhavan marg gurugram"
357000.0,9000,4,3967,7,"the indus, sindhu bhavan marg gurugram"
325000.0,8193,4,2300,4,"the indus, sindhu bhavan marg gurugram"
317000.0,8000,4,2261,7,"the indus, sindhu bhavan marg gurugram"
297000.0,7487,4,2380,7,"the indus, sindhu bhavan marg gurugram"
430000.0,10750,4,3200,5,"the indus, sindhu bhavan marg gurugram"
337000.0,8504,4,2261,3,"the indus, sindhu bhavan marg gurugram"
320000.0,8000,4,4000,5,"the indus, sindhu bhavan marg gurugram"
355000.0,7988,4,2444,2,"the indus, sindhu bhavan marg gurugram"
575000.0,9495,4,6065,12,"the kimana tower, ambli gurugram"
760000.0,9500,5,8002,12,"the kimana tower, ambli gurugram"
578000.0,9500,4,6090,15,"the kimana tower, ambli gurugram"
515000.00000000006,8500,4,3335,9,"the kimana tower, ambli gurugram"
760000.0,9500,5,4641,20,"the kimana tower, ambli gurugram"
594000.0,9800,4,3336,15,"the kimana tower, ambli gurugram"
685000.0,8550,5,4408,11,"the kimana tower, ambli gurugram"
576000.0,9500,4,3450,6,"the kimana tower, ambli gurugram"
485000.0,8005,4,3335,12,"the kimana tower, ambli gurugram"
841000.0,10500,5,4408,8,"the kimana tower, ambli gurugram"
760000.0,9500,5,4560,2,"the kimana tower, ambli gurugram"
520000.0,8574,4,3518,1,"the kimana tower, ambli gurugram"
576000.0,9500,4,6065,17,"the kimana tower, ambli gurugram"
761000.0,9507,5,8015,16,"the kimana tower, ambli gurugram"
576000.0,9500,4,3335,12,"the kimana tower, ambli gurugram"
784000.0,9800,5,4400,16,"the kimana tower, ambli gurugram"
576000.0,9500,4,3335,10,"the kimana tower, ambli gurugram"
578000.0,9500,4,6090,17,"the kimana tower, ambli gurugram"
517000.0,8500,4,6090,16,"the kimana tower, ambli gurugram"
576000.0,9500,4,3500,9,"the kimana tower, ambli gurugram"
576000.0,9500,4,3335,7,"the kimana tower, ambli gurugram"
760000.0,9500,5,4641,10,"the kimana tower, ambli gurugram"
760000.0,9500,5,8002,18,"the kimana tower, ambli gurugram"
639000.0,10500,4,3349,7,"the kimana tower, ambli gurugram"
680000.0,8500,5,8000,16,"the kimana tower, ambli gurugram"
545000.0,8986,5,6065,19,"the kimana tower, ambli gurugram"
760000.0,9500,5,4400,18,"the kimana tower, ambli gurugram"
576000.0,9500,4,3353,18,"the kimana tower, ambli gurugram"
760000.0,9500,5,4641,21,"the kimana tower, ambli gurugram"
660000.0,11009,5,5995,4,"the north, iscon ambli road gurugram"
737000.0,11000,5,3500,5,"the north, iscon ambli road gurugram"
660000.0,11000,4,3400,2,"the north, iscon ambli road gurugram"
600000.0,10000,4,3600,19,"the north, iscon ambli road gurugram"
735000.0,10970,5,6700,14,"the north, iscon ambli road gurugram"
660000.0,11000,4,6000,13,"the north, iscon ambli road gurugram"
770000.0,11545,5,6670,11,"the north, iscon ambli road gurugram"
737000.0,11000,5,6700,11,"the north, iscon ambli road gurugram"
670000.0,10000,5,4020,7,"the north, iscon ambli road gurugram"
803999.9999999999,12000,5,3886,5,"the north, iscon ambli road gurugram"
580000.0,10545,4,3300,5,"the north, iscon ambli road gurugram"
825000.0,12500,5,6600,12,"the north, iscon ambli road gurugram"
690000.0,11500,5,3500,10,"the north, iscon ambli road gurugram"
630000.0,10500,4,3600,8,"the north, iscon ambli road gurugram"
660000.0,11000,4,3300,2,"the north, iscon ambli road gurugram"
660000.0,11000,4,3420,16,"the north, iscon ambli road gurugram"
802999.9999999999,10295,5,7800,15,"the north, iscon ambli road gurugram"
703000.0,10500,5,3685,5,"the north, iscon ambli road gurugram"
600000.0,10300,4,5825,15,"the north, iscon ambli road gurugram"
737000.0,11000,5,6700,3,"the north, iscon ambli road gurugram"
770000.0,11500,5,6700,0,"the north, iscon ambli road gurugram"
803999.9999999999,12000,5,3700,3,"the north, iscon ambli road gurugram"
803999.9999999999,12000,5,3700,11,"the north, iscon ambli road gurugram"
825000.0,12500,4,3600,6,"the north, iscon ambli road gurugram"
430000.0,7150,4,3307,10,"the sovereign, thaltej gurugram"
430000.0,7150,4,3310,19,"the sovereign, thaltej gurugram"
430000.0,7150,4,3307,23,"the sovereign, thaltej gurugram"
430000.0,7150,4,6014,27,"the sovereign, thaltej gurugram"
430000.0,7150,4,3308,11,"the sovereign, thaltej gurugram"
600000.0,9146,4,3805,0,"the storeys, sarkhej gandhinagar highway gurugram"
700000.0,9241,5,4393,0,"the storeys, sarkhej gandhinagar highway gurugram"
549000.0,7248,4,7575,7,"the storeys, sarkhej gandhinagar highway gurugram"
492000.0,7500,4,6560,14,"the storeys, sarkhej gandhinagar highway gurugram"
568000.0,7500,5,7575,11,"the storeys, sarkhej gandhinagar highway gurugram"
492000.0,7500,4,3805,9,"the storeys, sarkhej gandhinagar highway gurugram"
492000.0,7500,4,6560,13,"the storeys, sarkhej gandhinagar highway gurugram"
568000.0,7500,5,7575,15,"the storeys, sarkhej gandhinagar highway gurugram"
360000.0,7500,4,2700,11,"the verity, satellite gurugram"
377000.0,7700,4,3200,5,"the verity, satellite gurugram"
367000.0,7500,4,4900,10,"the verity, satellite gurugram"
294000.0,7600,4,2150,7,"the verity, satellite gurugram"
367000.0,7500,4,2842,9,"the verity, satellite gurugram"
293000.0,7513,4,3900,9,"the verity, satellite gurugram"
299000.0,8100,4,2035,5,"the verity, satellite gurugram"
318000.0,6502,4,2695,14,"the verity, satellite gurugram"
367000.0,7482,4,2690,14,"the verity, satellite gurugram"
289000.0,7500,4,3860,5,"the verity, satellite gurugram"
284000.0,7500,4,2081,11,"the verity, satellite gurugram"
285000.0,7500,4,2090,9,"the verity, satellite gurugram"
292000.0,7502,4,2145,12,"the verity, satellite gurugram"
367000.0,7500,4,4900,0,"the verity, satellite gurugram"
367000.0,7490,4,2695,11,"the verity, satellite gurugram"
282000.0,7500,4,2073,15,"the verity, satellite gurugram"
285000.0,7500,4,2090,12,"the verity, satellite gurugram"
368000.0,7512,4,4900,12,"the verity, satellite gurugram"
282000.0,7500,4,3770,11,"the verity, satellite gurugram"
572000.0,8800,5,3500,4,"times 40, bodakdev gurugram"
565000.0,8700,5,3500,5,"times 40, bodakdev gurugram"
572000.0,8802,5,3500,8,"times 40, bodakdev gurugram"
548000.0,8500,5,6450,16,"times 40, bodakdev gurugram"
516000.0,8000,4,3547,17,"times 40, bodakdev gurugram"
552000.0,8500,5,3500,17,"times 40, bodakdev gurugram"
552000.0,8500,5,3500,15,"times 40, bodakdev gurugram"
516000.0,8000,5,3547,8,"times 40, bodakdev gurugram"
552000.0,8500,5,3575,5,"times 40, bodakdev gurugram"
572000.0,8800,5,3500,15,"times 40, bodakdev gurugram"
552000.0,8500,5,3500,16,"times 40, bodakdev gurugram"
548000.0,8500,5,3575,15,"times 40, bodakdev gurugram"
516000.0,8000,5,6450,9,"times 40, bodakdev gurugram"
554000.0,8600,5,3548,16,"times 40, bodakdev gurugram"
552000.0,8500,5,3500,8,"times 40, bodakdev gurugram"
555000.0,8619,5,3597,5,"times 40, bodakdev gurugram"
554000.0,8600,5,6450,15,"times 40, bodakdev gurugram"
572000.0,8800,5,3500,10,"times 40, rajpath rangoli road gurugram"
600000.0,9302,5,3548,10,"times 40, rajpath rangoli road gurugram"
520000.0,8000,5,3575,2,"times 40, rajpath rangoli road gurugram"
554000.0,8600,5,3366,8,"times 40, rajpath rangoli road gurugram"
680000.0,10543,5,3500,5,"times 40, rajpath rangoli road gurugram"
581000.0,9000,5,3552,1,"times 40, rajpath rangoli road gurugram"
614000.0,9450,5,3500,5,"times 40, rajpath rangoli road gurugram"
4600000.0,3966,2,1160,3,tragad gurugram
5300000.0,3926,2,850,1,tragad gurugram
7300000.0,4424,3,1155,0,tragad gurugram
9800000.0,5297,3,1203,5,tragad gurugram
5500000.0,4074,2,1350,2,tragad gurugram
9500000.0,6209,3,1530,7,tragad gurugram
6000000.0,5333,2,1125,8,tragad gurugram
5800000.0,6318,2,918,2,tragad gurugram
139000.0,4451,4,3123,5,"tremont, vaishnodevi circle gurugram"
108000.0,4563,3,1296,5,"tremont, vaishnodevi circle gurugram"
100000.0,4427,3,2259,0,"tremont, vaishnodevi circle gurugram"
140000.0,4535,4,1791,5,"tremont, vaishnodevi circle gurugram"
103000.0,4560,3,1260,5,"tremont, vaishnodevi circle gurugram"
126000.0,4500,4,1700,7,"turquoise grandeur, godhavi gurugram"
180000.0,4615,4,2145,7,"turquoise grandeur, godhavi gurugram"
140000.0,4516,4,1708,12,"turquoise grandeur, godhavi gurugram"
